ActivityDate,Calories,TotalSteps,TotalDistance,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,ActivityCalories,Id
2016-04-06,3798.0,9124,7.23999977111816,728,230,6,55,,8378563200
2016-04-07,3839.0,9725,7.71000003814697,670,181,11,83,,8378563200
2016-04-08,3713.0,8350,6.61999988555908,868,167,10,72,,8378563200
2016-04-09,2606.0,2240,1.77999997138977,843,110,0,0,,8378563200
2016-04-10,2624.0,2631,2.08999991416931,727,117,0,0,,8378563200
2016-04-11,3775.0,8837,7.01000022888184,811,182,17,74,,8378563200
2016-04-12,1882.0,3246,2.5699999332428,243,49,15,65,,8378563200
2016-04-01,2360.0,2174,1.70000004768372,1328,112,0,0,,8583815059
2016-04-02,2517.0,3494,2.73000001907349,1274,166,0,0,,8583815059
2016-04-03,2400.0,2380,1.86000001430511,1309,131,0,0,,8583815059
2016-04-04,2462.0,3159,2.46000003814697,1293,147,0,0,,8583815059
2016-04-05,2786.0,6835,5.32999992370605,1208,212,15,5,,8583815059
2016-04-06,2354.0,2098,1.63999998569489,1328,112,0,0,,8583815059
2016-04-07,2437.0,2816,2.20000004768372,1302,138,0,0,,8583815059
2016-04-08,1814.0,1408,1.10000002384186,1052,79,0,0,,8583815059
2016-04-01,2260.0,4592,2.94000005722046,748,176,8,4,,8792009665
2016-04-02,3004.0,8452,5.40999984741211,1079,328,24,9,,8792009665
2016-04-03,2667.0,7238,4.63000011444092,636,279,6,2,,8792009665
2016-04-04,2229.0,3821,2.45000004768372,675,161,9,0,,8792009665
2016-04-05,2100.0,2332,1.49000000953674,904,111,10,1,,8792009665
2016-04-06,2114.0,2121,1.36000001430511,855,122,0,0,,8792009665
2016-04-07,1961.0,1291,0.829999983310699,888,77,0,0,,8792009665
2016-04-08,1953.0,1467,0.939999997615814,912,71,8,2,,8792009665
2016-04-09,1890.0,1022,0.649999976158142,739,63,0,0,,8792009665
2016-04-10,2253.0,4605,2.95000004768372,1261,179,0,0,,8792009665
2016-04-11,1725.0,178,0.109999999403954,1428,12,0,0,,8792009665
2016-04-12,728.0,20,0.0099999997764825,598,6,0,0,,8792009665
2016-04-01,3527.0,18700,15.8199996948242,1123,247,3,67,,8877689391
2016-04-02,4220.0,27572,23.3899993896484,1040,260,24,116,,8877689391
2016-04-03,3864.0,15260,8.1899995803833,1058,259,17,106,,8877689391
2016-04-04,3662.0,20779,18.4099998474121,1138,208,16,78,,8877689391
2016-04-05,2834.0,10695,8.11999988555908,1181,246,3,10,,8877689391
2016-04-06,4039.0,24136,20.9099998474121,1019,318,16,87,,8877689391
2016-04-07,2947.0,10910,8.42000007629395,1185,212,11,32,,8877689391
2016-04-08,4196.0,23014,20.3899993896484,982,359,29,70,,8877689391
2016-04-09,3841.0,16470,8.06999969482422,1052,289,9,90,,8877689391
2016-04-10,4526.0,28497,27.5300006866455,1055,211,46,128,,8877689391
2016-04-11,2820.0,10622,8.0600004196167,1190,225,7,18,,8877689391
2016-04-12,938.0,2350,1.77999997138977,531,58,0,0,,8877689391
